loan_id,no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
309,3, Graduate, No,9600000,19900000,14,452,4200000,16200000,28500000,6600000, Rejected
310,2, Graduate, No,8400000,33200000,14,474,19600000,15000000,25400000,11500000, Rejected
311,3, Not Graduate, No,6400000,24400000,4,483,7800000,2400000,19100000,4500000, Approved
312,4, Graduate, No,5900000,16800000,8,481,6900000,11400000,19500000,3300000, Rejected
313,2, Graduate, Yes,2200000,5100000,20,859,3800000,1200000,6400000,3100000, Approved
314,4, Graduate, Yes,5600000,14100000,14,696,9000000,9200000,16500000,6800000, Approved
315,4, Not Graduate, No,9800000,28700000,6,778,16600000,7400000,29700000,11100000, Approved
316,4, Graduate, No,4400000,14600000,4,499,1300000,6500000,16100000,5700000, Approved
317,2, Not Graduate, Yes,2400000,4900000,4,888,6400000,4300000,5100000,3400000, Approved
318,1, Graduate, No,4400000,10800000,12,674,9600000,2700000,17200000,5300000, Approved
319,4, Graduate, No,3700000,13200000,4,802,9800000,2400000,12500000,4300000, Approved
320,4, Not Graduate, Yes,2300000,7800000,8,540,1500000,3400000,4700000,2800000, Rejected
321,4, Graduate, Yes,5900000,19600000,8,726,17400000,6800000,20100000,8000000, Approved
322,4, Not Graduate, Yes,6400000,23500000,2,485,7300000,2700000,23600000,3900000, Approved
323,4, Graduate, Yes,4900000,17100000,6,612,1300000,7000000,19500000,5000000, Approved
324,3, Not Graduate, Yes,9500000,24200000,8,879,3100000,17200000,26400000,12700000, Approved
325,2, Not Graduate, No,5700000,16400000,12,708,3700000,800000,15000000,4400000, Approved
326,2, Not Graduate, Yes,2700000,5700000,8,850,3500000,5000000,10500000,3900000, Approved
327,2, Not Graduate, Yes,3900000,11300000,12,516,3100000,0,10400000,4600000, Rejected
328,0, Not Graduate, No,7800000,28800000,12,465,4700000,7500000,28800000,7400000, Rejected
329,0, Graduate, No,1100000,3200000,20,716,1800000,1400000,3600000,1500000, Approved
330,4, Not Graduate, No,200000,600000,10,404,0,100000,400000,0, Rejected
331,0, Not Graduate, Yes,4700000,10600000,20,512,8400000,4000000,12300000,7000000, Rejected
332,3, Not Graduate, Yes,8200000,20600000,10,441,16100000,11400000,29100000,6100000, Rejected
333,2, Not Graduate, Yes,4600000,18400000,2,555,7700000,2400000,14200000,4200000, Approved
334,5, Not Graduate, No,1800000,7000000,18,466,2600000,2100000,6000000,1900000, Rejected
335,3, Graduate, Yes,3200000,8600000,2,427,3900000,1800000,7100000,4700000, Rejected
336,4, Not Graduate, Yes,5500000,20000000,14,593,15100000,2700000,19900000,4900000, Approved
337,3, Graduate, No,7900000,18300000,10,731,4200000,3400000,22200000,8400000, Approved
338,1, Graduate, Yes,4000000,10100000,16,451,7000000,3900000,14300000,3900000, Rejected
339,3, Not Graduate, Yes,6800000,16900000,18,628,3600000,900000,15600000,4900000, Approved
340,1, Not Graduate, No,2700000,9400000,18,704,5300000,2300000,6400000,2400000, Approved
341,2, Not Graduate, No,6800000,23500000,12,341,19300000,11800000,14300000,8500000, Rejected
342,5, Graduate, No,8600000,21000000,8,465,11700000,14900000,19500000,9900000, Rejected
343,4, Graduate, No,8000000,30100000,4,431,11900000,13800000,18800000,11500000, Approved
344,1, Graduate, Yes,3700000,12600000,10,424,5400000,1100000,14200000,4400000, Rejected
345,0, Graduate, No,2600000,5100000,14,678,500000,1200000,6000000,3100000, Approved
346,4, Graduate, No,4200000,16800000,6,381,9600000,3800000,14800000,5900000, Rejected
347,5, Graduate, Yes,8000000,28000000,10,449,18500000,1500000,17400000,3900000, Rejected
348,1, Not Graduate, No,7100000,23500000,12,768,6400000,12100000,22400000,7300000, Approved
349,0, Not Graduate, No,2000000,7000000,6,666,0,1200000,4300000,1400000, Rejected
350,4, Not Graduate, Yes,5800000,13300000,14,742,16100000,9300000,16300000,7000000, Approved
351,3, Not Graduate, Yes,6700000,15800000,4,445,10500000,7600000,14100000,9100000, Rejected
352,2, Graduate, No,7300000,28700000,14,634,5900000,3800000,21200000,10800000, Approved
353,4, Not Graduate, No,3300000,9700000,14,782,2500000,0,10400000,2200000, Approved
354,0, Graduate, No,3000000,7000000,10,781,7200000,600000,11700000,2700000, Approved
355,4, Not Graduate, No,7900000,17200000,14,318,14200000,9500000,23200000,9000000, Rejected
356,5, Not Graduate, No,7600000,24100000,18,721,21900000,11500000,22900000,7200000, Approved
357,5, Not Graduate, No,3700000,9800000,4,563,9500000,5100000,11200000,3000000, Approved
358,2, Not Graduate, No,8400000,26300000,4,419,22900000,7900000,29200000,6200000, Approved
359,0, Graduate, Yes,8200000,20800000,14,372,3800000,100000,26100000,5200000, Rejected
360,0, Not Graduate, No,2900000,9500000,18,885,4300000,2300000,6500000,3500000, Approved
361,1, Not Graduate, Yes,9900000,38400000,12,596,10000000,9300000,36500000,6800000, Approved
362,0, Graduate, No,4400000,14100000,2,349,3300000,1300000,8800000,6200000, Approved
363,1, Not Graduate, Yes,9000000,32200000,16,468,4500000,16400000,28600000,10900000, Rejected
364,3, Not Graduate, Yes,6800000,26900000,16,818,14700000,10400000,26300000,7300000, Approved
365,2, Not Graduate, No,8700000,28000000,12,543,16900000,6000000,22900000,6700000, Rejected
366,3, Graduate, No,9400000,21900000,16,685,8100000,5600000,34500000,5000000, Approved
367,3, Not Graduate, Yes,6000000,12500000,18,851,14600000,5000000,16800000,5000000, Approved
368,1, Not Graduate, Yes,9400000,29800000,10,377,24100000,18500000,30900000,11700000, Rejected
369,0, Not Graduate, Yes,1000000,4000000,10,620,2400000,1300000,3700000,1100000, Approved
370,3, Graduate, Yes,900000,2300000,20,611,600000,1500000,1900000,500000, Approved
371,4, Not Graduate, No,2100000,7700000,4,767,1200000,1700000,6900000,1300000, Approved
372,5, Graduate, Yes,1100000,3200000,20,592,3200000,700000,3500000,500000, Approved
373,0, Graduate, Yes,600000,2300000,4,319,1600000,800000,2300000,700000, Approved
374,4, Not Graduate, Yes,9200000,25500000,10,900,9400000,10500000,27400000,12800000, Approved
375,2, Not Graduate, Yes,3600000,12800000,18,814,8600000,4100000,10300000,4100000, Approved
376,5, Not Graduate, Yes,1300000,5000000,10,755,2100000,2200000,4800000,1900000, Approved
377,5, Graduate, Yes,7700000,16800000,20,584,8600000,4800000,23400000,8000000, Approved
378,4, Graduate, Yes,9500000,23500000,14,380,22900000,6700000,25100000,7300000, Rejected
379,2, Not Graduate, Yes,5000000,17600000,20,465,6200000,5200000,16500000,5200000, Rejected
380,0, Not Graduate, No,500000,1800000,2,531,1300000,500000,1900000,700000, Approved
381,1, Graduate, Yes,8300000,32100000,16,814,18500000,2700000,28900000,7500000, Approved
382,0, Graduate, No,5300000,17900000,6,678,4700000,3900000,14400000,3600000, Approved
383,2, Not Graduate, Yes,9300000,29000000,12,655,7900000,6800000,29900000,4900000, Approved
384,3, Not Graduate, No,2300000,7400000,2,682,6500000,2400000,7600000,2100000, Approved
385,1, Not Graduate, No,400000,1300000,6,695,200000,500000,800000,100000, Approved
386,3, Not Graduate, No,3200000,10800000,4,833,2600000,1000000,8700000,2600000, Approved
387,5, Not Graduate, Yes,9400000,35300000,16,302,4100000,12500000,37000000,12900000, Rejected
388,1, Graduate, No,2300000,6600000,2,357,5900000,200000,6000000,2200000, Rejected
389,5, Not Graduate, No,4300000,14500000,12,302,12500000,4300000,12500000,5100000, Rejected
390,0, Graduate, Yes,6200000,22400000,18,873,15700000,6600000,15800000,8200000, Approved
391,0, Not Graduate, Yes,7200000,19800000,12,658,12700000,8100000,25000000,7300000, Approved
392,5, Graduate, Yes,2400000,8700000,18,877,2800000,2900000,7100000,1100000, Approved
393,3, Not Graduate, No,2900000,6300000,8,648,3400000,3400000,7600000,1400000, Approved
394,1, Graduate, No,1400000,5200000,12,730,2900000,0,3700000,700000, Approved
395,4, Not Graduate, Yes,2200000,8200000,14,737,5800000,2800000,8200000,1400000, Approved
396,2, Graduate, Yes,800000,3200000,10,584,0,200000,2100000,700000, Rejected
397,0, Graduate, No,600000,1700000,2,621,400000,400000,2000000,200000, Approved
398,4, Graduate, Yes,700000,2700000,16,583,1100000,1200000,1400000,300000, Approved
399,2, Not Graduate, No,8400000,25900000,16,621,8600000,13400000,33500000,4200000, Approved
400,2, Not Graduate, No,7100000,21500000,16,610,5800000,12100000,14200000,9300000, Approved
401,4, Graduate, No,5400000,15700000,18,452,13700000,2600000,16500000,6600000, Rejected
402,5, Graduate, No,3700000,7300000,18,339,9300000,100000,13900000,5300000, Rejected
403,3, Graduate, Yes,5200000,15200000,16,650,1300000,5700000,13500000,4100000, Approved
404,4, Not Graduate, Yes,200000,700000,10,672,200000,200000,300000,300000, Approved
405,3, Graduate, No,500000,1000000,20,501,800000,800000,900000,200000, Rejected
406,2, Not Graduate, Yes,1800000,5700000,4,809,1200000,1900000,6300000,2400000, Approved
407,5, Graduate, Yes,9200000,29400000,8,318,18000000,5900000,33800000,5400000, Rejected
408,4, Not Graduate, No,900000,3300000,10,649,0,400000,1800000,1200000, Approved
409,3, Not Graduate, No,7500000,28300000,12,367,9200000,11300000,22700000,7000000, Rejected
410,5, Not Graduate, No,3000000,11800000,6,847,8200000,2200000,7100000,2300000, Approved
411,5, Graduate, No,7100000,18900000,12,360,10700000,1100000,19800000,8500000, Rejected
412,1, Graduate, Yes,3500000,7200000,2,865,4100000,3200000,11900000,4200000, Approved
413,4, Not Graduate, No,4900000,18800000,16,880,4200000,4700000,13200000,2600000, Approved
414,1, Graduate, No,4100000,8400000,20,608,1400000,8000000,10000000,4400000, Approved
415,0, Graduate, Yes,800000,2100000,6,760,300000,100000,1600000,600000, Approved
416,3, Graduate, Yes,1700000,4600000,12,385,1500000,1300000,5200000,1700000, Rejected
417,0, Graduate, Yes,6100000,23300000,12,478,3800000,2300000,17700000,4900000, Rejected
418,1, Graduate, Yes,2100000,7700000,16,327,5000000,500000,4700000,2300000, Rejected
419,0, Graduate, No,3100000,9300000,6,663,1300000,1400000,8100000,3800000, Approved
420,2, Not Graduate, Yes,1700000,3500000,20,693,2200000,1400000,4800000,1700000, Approved
421,3, Graduate, No,1700000,5400000,6,710,4800000,700000,5800000,1700000, Approved
422,4, Not Graduate, Yes,4000000,14500000,6,711,2400000,5700000,10900000,4100000, Approved
423,5, Graduate, No,5600000,18400000,8,386,11300000,6700000,11300000,5600000, Rejected
424,4, Graduate, Yes,3900000,11900000,10,855,10200000,4000000,10200000,2800000, Approved
425,4, Graduate, Yes,6100000,15300000,14,573,1100000,9900000,13300000,8400000, Approved
426,0, Graduate, Yes,1100000,2800000,18,431,500000,300000,4300000,1400000, Rejected
427,2, Graduate, No,5500000,14800000,8,364,13000000,4500000,12600000,4500000, Rejected
428,4, Graduate, Yes,1100000,3600000,14,711,2500000,500000,3600000,600000, Approved
429,4, Not Graduate, Yes,400000,900000,20,771,1000000,500000,1600000,500000, Approved
430,3, Graduate, No,9200000,36400000,18,669,3100000,12700000,30900000,12300000, Approved
431,4, Not Graduate, Yes,9300000,27500000,18,338,21500000,500000,34900000,6600000, Rejected
432,1, Graduate, No,1100000,3500000,8,562,2300000,1200000,3200000,500000, Approved
433,3, Not Graduate, No,5600000,18700000,2,769,8000000,8200000,17300000,4800000, Approved
434,0, Graduate, Yes,6300000,21500000,8,629,600000,3400000,22000000,5200000, Approved
435,3, Graduate, No,8800000,18100000,6,699,6400000,2100000,18500000,9400000, Approved
436,0, Not Graduate, No,8400000,20800000,20,590,5100000,8900000,32100000,10800000, Approved
437,3, Graduate, Yes,1600000,5700000,4,707,3300000,2700000,6200000,2300000, Approved
438,3, Not Graduate, Yes,4500000,11400000,8,391,8500000,6800000,9900000,4500000, Rejected
439,5, Not Graduate, No,6500000,18500000,4,891,13600000,3300000,23600000,7100000, Approved
440,3, Graduate, Yes,9500000,20600000,2,731,13400000,3800000,20700000,9200000, Approved
441,3, Not Graduate, No,4700000,16700000,12,775,4000000,1700000,17300000,3500000, Approved
442,5, Graduate, Yes,9600000,32400000,2,897,3500000,15400000,26800000,6200000, Approved
443,5, Graduate, No,8000000,26700000,20,794,8000000,14700000,29900000,7800000, Approved
444,2, Graduate, No,7700000,16700000,6,555,12900000,2900000,18100000,8500000, Approved
445,1, Not Graduate, Yes,3600000,10300000,12,536,6800000,500000,12200000,2700000, Rejected
446,2, Not Graduate, No,700000,1700000,10,839,100000,700000,2000000,900000, Approved
447,0, Graduate, Yes,1400000,5100000,6,890,4100000,1900000,5200000,1900000, Approved
448,1, Graduate, Yes,8600000,27900000,20,415,12200000,14800000,27100000,7900000, Rejected
449,4, Graduate, No,4700000,15700000,4,868,3300000,2500000,13800000,4800000, Approved
450,3, Graduate, Yes,2900000,5800000,12,353,8400000,2600000,10100000,3100000, Rejected
451,4, Not Graduate, No,9000000,29000000,16,590,4600000,15600000,29200000,12300000, Approved
452,5, Graduate, Yes,500000,900000,18,618,1400000,600000,1200000,400000, Approved
453,2, Not Graduate, Yes,700000,1700000,10,539,1400000,1000000,1900000,900000, Rejected
454,0, Graduate, No,6800000,27000000,4,429,17100000,7600000,21400000,9400000, Approved
455,2, Graduate, No,1800000,4700000,8,792,4500000,1200000,4100000,2200000, Approved
456,0, Not Graduate, No,6000000,12400000,2,608,3000000,2100000,17900000,6800000, Approved
457,4, Graduate, Yes,5400000,21500000,14,555,4300000,1500000,14300000,7500000, Approved
458,5, Graduate, Yes,8400000,17500000,12,620,15300000,13600000,26000000,5800000, Approved
459,0, Graduate, No,7400000,20900000,6,635,15600000,14000000,21000000,7200000, Approved
460,2, Graduate, No,3200000,12500000,10,457,6100000,2000000,8200000,4300000, Rejected
461,1, Graduate, Yes,5400000,21400000,8,350,2600000,1000000,19700000,6800000, Rejected
462,5, Graduate, Yes,1000000,2500000,14,885,2200000,100000,2300000,1100000, Approved
463,0, Graduate, No,4400000,14700000,16,638,4000000,2700000,14400000,2700000, Approved
464,1, Graduate, Yes,3800000,10500000,12,710,1800000,6200000,12500000,2500000, Approved
465,3, Not Graduate, Yes,6100000,20900000,18,470,500000,8500000,18000000,7500000, Rejected
466,5, Not Graduate, Yes,5500000,17300000,16,874,1000000,2900000,13700000,7900000, Approved
467,5, Not Graduate, Yes,500000,1800000,18,411,1000000,500000,1300000,200000, Rejected
468,0, Not Graduate, Yes,300000,1100000,2,482,200000,100000,1100000,400000, Approved
469,1, Graduate, Yes,6200000,16900000,2,396,10600000,7500000,23700000,7600000, Rejected
470,0, Not Graduate, No,300000,900000,20,436,0,400000,600000,200000, Rejected
471,0, Not Graduate, Yes,6900000,22100000,20,303,13600000,4600000,22000000,6900000, Rejected
472,4, Graduate, No,3700000,11400000,12,728,4200000,5800000,7300000,2300000, Approved
473,3, Not Graduate, Yes,8800000,28600000,10,775,5200000,5000000,32000000,9600000, Approved
474,5, Graduate, Yes,8200000,23500000,12,402,15100000,1500000,24300000,5800000, Rejected
475,1, Not Graduate, Yes,9200000,31500000,18,698,5300000,6100000,20400000,8300000, Approved
476,0, Not Graduate, No,2400000,7800000,14,665,5200000,2900000,6200000,2900000, Approved
477,4, Not Graduate, No,4100000,13500000,18,490,4700000,6200000,13900000,2000000, Rejected
478,1, Graduate, No,8000000,31900000,12,504,23800000,1500000,22100000,6000000, Rejected
479,3, Not Graduate, Yes,3600000,8600000,8,790,5400000,5900000,9800000,5200000, Approved
480,1, Not Graduate, Yes,700000,2700000,20,669,100000,1000000,2600000,500000, Approved
481,4, Not Graduate, No,8300000,30700000,6,381,21700000,2300000,26700000,4600000, Rejected
482,0, Graduate, Yes,5300000,15000000,2,900,1700000,2100000,21000000,5800000, Approved
483,4, Graduate, No,8300000,24900000,16,506,15400000,5600000,26700000,7000000, Rejected
484,3, Not Graduate, Yes,2500000,8800000,12,538,4900000,1800000,9100000,3300000, Rejected
485,3, Graduate, Yes,5400000,14400000,8,677,11000000,7900000,20800000,3100000, Approved
486,4, Graduate, No,1600000,4900000,8,685,3200000,2000000,3800000,1500000, Approved
487,2, Not Graduate, No,2400000,6200000,12,860,4900000,3700000,9500000,1100000, Approved
488,5, Not Graduate, No,6300000,14800000,6,608,16100000,10500000,21800000,5400000, Approved
489,4, Graduate, Yes,2500000,5300000,10,540,2300000,2800000,7100000,1700000, Rejected
490,0, Graduate, Yes,7500000,16800000,16,492,21500000,4800000,25400000,11100000, Rejected
491,3, Not Graduate, No,2900000,8500000,14,834,1200000,4500000,8800000,1800000, Approved
492,3, Graduate, Yes,1000000,3500000,16,834,800000,1700000,3000000,700000, Approved
493,2, Graduate, Yes,8600000,28800000,8,890,23300000,5900000,21200000,7200000, Approved
494,1, Not Graduate, No,300000,1100000,12,443,600000,400000,1200000,200000, Rejected
495,5, Not Graduate, No,2300000,5700000,18,329,5600000,3300000,4900000,2700000, Rejected
496,2, Not Graduate, Yes,2400000,5400000,12,739,300000,2500000,5000000,3000000, Approved
497,5, Graduate, Yes,9800000,30300000,6,867,20800000,16000000,30200000,7600000, Approved
498,2, Not Graduate, No,8100000,24800000,6,307,200000,4000000,31100000,10500000, Rejected
499,3, Graduate, No,6700000,15500000,18,492,2100000,2000000,26300000,9400000, Rejected
500,1, Not Graduate, Yes,8400000,24700000,18,698,23000000,13200000,32700000,12200000, Approved
501,2, Graduate, No,200000,700000,8,851,400000,200000,800000,200000, Approved
502,2, Graduate, No,4700000,12500000,14,375,1300000,6300000,10100000,5400000, Rejected
503,0, Graduate, Yes,4300000,14300000,14,601,3800000,900000,16700000,5700000, Approved
504,4, Not Graduate, No,2200000,7000000,20,756,3600000,3900000,5700000,1200000, Approved
505,4, Graduate, Yes,8600000,19200000,4,868,20400000,1500000,32800000,9300000, Approved
506,4, Graduate, Yes,2000000,7200000,10,838,2500000,300000,7600000,1000000, Approved
507,4, Not Graduate, Yes,4200000,15900000,14,375,7200000,7900000,16200000,3000000, Rejected
508,0, Not Graduate, Yes,5100000,12500000,18,778,3300000,1000000,14800000,3200000, Approved
509,2, Graduate, Yes,4100000,11200000,6,442,12200000,4100000,10000000,4500000, Rejected
